farmer_age,land_size_acres,annual_farm_income,loan_amount,crop_type,irrigation_type,existing_loans,credit_score
33,8.31,569118,388147,Wheat,Canal,1,470
49,5.84,221354,464240,Sugarcane,Rainfed,2,552
59,3.01,347870,222679,Sugarcane,Canal,2,831
44,1.73,471156,265287,Rice,Canal,2,648
46,5.22,422824,268164,Wheat,Rainfed,1,603
37,4.37,344083,129423,Rice,Borewell,2,676
27,7.14,505351,412809,Cotton,Borewell,0,650
33,9.09,179179,401605,Sugarcane,Canal,0,450
25,8.15,422114,193396,Cotton,Canal,2,529
46,3.11,124718,50723,Rice,Borewell,2,635
23,8.85,540327,149851,Wheat,Rainfed,0,574
27,8.42,457913,108323,Sugarcane,Rainfed,0,503
59,9.33,723995,254883,Wheat,Canal,2,527
21,4.86,261798,179923,Cotton,Rainfed,0,568
37,7.8,474448,456621,Maize,Canal,2,478
63,6.12,661427,176366,Wheat,Rainfed,1,556
45,3.45,382129,444581,Wheat,Canal,2,814
23,9.95,841041,370037,Wheat,Rainfed,2,307
35,0.86,239804,307444,Sugarcane,Canal,1,635
49,2.04,689070,489643,Cotton,Borewell,2,339
63,8.98,664246,77338,Cotton,Borewell,2,730
52,1.08,342811,119389,Sugarcane,Borewell,1,629
46,8.92,796667,447898,Wheat,Borewell,0,542
36,7.29,747314,383640,Wheat,Canal,0,464
45,0.85,451278,74727,Maize,Rainfed,0,779
48,4.58,364245,467289,Wheat,Canal,0,582
29,7.67,360734,69882,Rice,Canal,0,394
21,6.04,765534,360376,Wheat,Canal,1,430
49,9.39,295946,109556,Maize,Rainfed,1,508
42,8.74,773398,364281,Rice,Canal,2,821
36,3.66,653384,95054,Maize,Borewell,0,840
61,1.3,322163,248175,Maize,Borewell,1,780
64,9.47,611471,468003,Cotton,Canal,1,823
61,5.41,717821,138589,Sugarcane,Borewell,0,824
27,1.21,851705,243253,Maize,Borewell,1,663
34,8.26,407762,469971,Wheat,Rainfed,2,722
49,8.75,342572,143335,Cotton,Canal,2,512
39,6.57,654156,86959,Rice,Canal,0,468
39,4.75,404026,387398,Sugarcane,Borewell,0,507
22,6.79,533855,270148,Cotton,Canal,0,726
61,7.21,812323,140633,Maize,Canal,2,820
35,8.98,488904,138437,Cotton,Borewell,1,318
23,9.58,507821,144058,Wheat,Borewell,2,785
31,5.39,890724,481119,Wheat,Canal,0,386
50,8.09,280542,240118,Wheat,Rainfed,1,829
60,9.66,715002,482735,Sugarcane,Borewell,2,536
38,1.94,314742,418657,Cotton,Canal,0,473
22,0.67,851794,323816,Cotton,Borewell,0,403
52,8.76,453246,450390,Maize,Canal,1,536
28,2.36,795713,199175,Rice,Canal,2,401
42,0.9,415519,58061,Wheat,Rainfed,1,470
26,2.02,453354,410306,Rice,Borewell,1,437
32,4.15,639521,456481,Rice,Rainfed,2,337
60,2.58,797632,280254,Wheat,Borewell,2,690
56,3.4,471420,288161,Wheat,Rainfed,2,716
35,9.77,286234,423378,Maize,Borewell,1,323
48,7.19,717894,482256,Sugarcane,Rainfed,1,731
38,7.27,542688,292118,Wheat,Rainfed,2,586
22,1.4,309576,461209,Rice,Borewell,2,381
33,7.45,764125,108219,Maize,Rainfed,1,554
35,7.52,306513,122250,Cotton,Rainfed,2,834
40,6.77,490487,407447,Maize,Borewell,0,626
49,2.67,181401,87877,Wheat,Borewell,2,797
62,4.52,440979,307183,Wheat,Canal,0,698
49,8.54,439080,309158,Sugarcane,Borewell,0,849
23,6.87,282590,390429,Maize,Canal,1,455
39,7.46,336007,393568,Wheat,Rainfed,1,426
23,6.08,305534,197092,Rice,Borewell,1,576
34,4.77,802673,286342,Rice,Canal,2,326
60,7.71,510488,346965,Maize,Borewell,1,320
24,1.15,768255,254371,Sugarcane,Canal,2,825
31,6.9,624563,489216,Maize,Canal,1,540
51,9.97,476404,213923,Sugarcane,Borewell,0,406
63,7.91,164560,311369,Rice,Rainfed,1,839
52,3.26,133613,66025,Wheat,Rainfed,0,520
47,3.14,257159,141551,Cotton,Canal,2,366
50,6.84,548917,65431,Wheat,Canal,1,541
63,9.01,138665,284607,Rice,Rainfed,1,823
22,5.99,750856,486395,Rice,Borewell,0,695
29,5.51,875044,353802,Wheat,Borewell,1,502
48,2.02,411766,428652,Wheat,Rainfed,2,519
51,7.3,477978,474208,Rice,Rainfed,0,718
54,7.17,857763,488801,Wheat,Rainfed,2,525
35,9.69,161989,237473,Cotton,Canal,2,513
45,3.35,689029,223130,Cotton,Rainfed,0,658
56,7.69,591916,253180,Maize,Rainfed,2,800
28,4.62,664451,106779,Cotton,Rainfed,1,770
29,5.81,191637,85662,Rice,Rainfed,2,318
57,8.26,179175,217257,Rice,Borewell,1,650
59,2.61,878618,394312,Maize,Borewell,0,614
52,3.76,375972,451026,Sugarcane,Rainfed,1,513
37,7.85,617800,101042,Maize,Canal,2,791
55,5.92,254547,254488,Sugarcane,Canal,1,521
57,1.38,714547,390330,Sugarcane,Borewell,2,568
39,4.59,397034,438391,Wheat,Canal,1,383
64,6.07,274342,215955,Cotton,Canal,0,343
49,9.14,213389,482565,Sugarcane,Borewell,0,460
27,2.29,587353,102215,Wheat,Rainfed,1,676
48,8.16,447461,219491,Maize,Rainfed,0,607
29,1.74,840477,311724,Maize,Borewell,1,416
48,2.8,465123,286676,Sugarcane,Rainfed,2,638
26,2.81,503205,205943,Wheat,Rainfed,1,624
49,8.84,373154,363990,Rice,Borewell,2,304
37,2.39,313666,420631,Cotton,Borewell,1,720
36,7.98,858880,492207,Sugarcane,Borewell,2,370
43,4.89,831865,307891,Rice,Canal,0,403
51,9.99,293329,359280,Cotton,Borewell,1,355
23,8.47,330582,252101,Rice,Borewell,0,606
41,7.53,759327,82548,Wheat,Borewell,0,795
46,8.77,754006,172911,Sugarcane,Borewell,2,469
56,6.52,528611,316794,Rice,Rainfed,0,440
62,8.51,192005,107278,Rice,Borewell,2,333
57,2.98,145040,225907,Rice,Borewell,0,655
42,1.43,229009,66225,Sugarcane,Canal,0,717
62,6.35,712990,95360,Wheat,Canal,1,352
32,4.63,141637,247400,Wheat,Rainfed,1,302
62,4.55,187745,276411,Rice,Borewell,2,629
33,5.5,271322,496559,Wheat,Borewell,0,448
31,3.93,231855,280465,Cotton,Borewell,0,805
36,6.45,349939,376152,Wheat,Canal,1,600
28,0.79,698328,107573,Rice,Rainfed,2,432
60,9.71,227518,101932,Cotton,Canal,1,558
60,9.28,544521,439477,Sugarcane,Borewell,0,575
22,9.39,840678,70881,Maize,Canal,2,360
50,3.97,839597,83557,Wheat,Borewell,0,446
50,5.55,727398,250802,Cotton,Borewell,1,795
32,9.56,303434,259166,Maize,Borewell,2,715
30,9.07,523312,373468,Sugarcane,Rainfed,1,430
64,8.01,372138,332985,Maize,Canal,0,527
31,4.37,195764,325619,Sugarcane,Borewell,0,393
35,5.86,784578,56671,Rice,Borewell,1,397
36,8.03,472511,241656,Rice,Rainfed,0,486
37,3.09,466482,81764,Sugarcane,Rainfed,1,724
46,6.45,560597,497003,Maize,Borewell,1,838
22,8.37,335555,449177,Wheat,Borewell,2,473
32,7.22,270407,368034,Maize,Borewell,0,826
46,5.06,822221,422496,Maize,Borewell,0,784
43,6.05,897431,439952,Wheat,Rainfed,1,468
38,9.89,159387,376028,Maize,Canal,2,729
52,6.22,600783,317299,Maize,Rainfed,1,431
58,7.96,194655,179518,Cotton,Rainfed,0,423
23,7.4,701695,279689,Sugarcane,Canal,2,473
58,7.16,578478,302393,Rice,Borewell,2,686
23,7.31,517771,440419,Sugarcane,Borewell,1,440
50,4.82,428239,115768,Maize,Canal,1,739
21,5.0,645330,170423,Wheat,Rainfed,2,671
50,4.94,223748,110851,Wheat,Borewell,0,586
52,0.82,370763,452437,Rice,Canal,0,390
48,2.79,785593,94566,Rice,Canal,2,508
41,1.97,385232,270841,Rice,Canal,1,846
33,8.92,383790,445927,Wheat,Borewell,1,451
47,3.11,264199,193603,Maize,Canal,0,520
56,1.82,807975,453696,Rice,Rainfed,0,599
27,1.64,841383,483924,Rice,Rainfed,2,654
42,7.15,547731,324335,Wheat,Canal,0,491
30,0.56,377789,299104,Maize,Canal,0,709
59,4.98,578216,248730,Rice,Canal,1,656
35,1.63,465231,53779,Maize,Rainfed,1,543
35,8.57,304834,383334,Cotton,Borewell,0,357
24,9.61,332886,160678,Rice,Rainfed,1,325
52,9.61,377493,435904,Rice,Canal,1,785
43,4.7,206392,311752,Wheat,Borewell,1,416
26,6.62,852827,57317,Cotton,Borewell,0,541
44,6.2,766637,237968,Cotton,Canal,1,529
40,3.83,797548,50159,Cotton,Canal,0,392
57,4.72,186019,175373,Sugarcane,Rainfed,0,520
40,1.11,644739,107115,Wheat,Rainfed,2,526
32,8.06,264458,248737,Wheat,Rainfed,2,425
53,2.79,813799,69462,Rice,Canal,2,589
48,4.88,827645,265221,Wheat,Borewell,0,798
28,5.07,400301,315061,Rice,Rainfed,2,771
21,5.83,194726,462613,Rice,Canal,1,821
57,8.27,750004,338269,Sugarcane,Borewell,2,321
42,7.07,346286,292141,Wheat,Canal,0,456
26,6.8,266001,241801,Wheat,Canal,1,561
41,5.5,748924,280955,Sugarcane,Canal,1,409
52,1.41,299819,359421,Sugarcane,Rainfed,1,800
55,4.32,390057,326493,Wheat,Canal,2,665
35,9.59,588747,110715,Wheat,Canal,2,312
25,9.96,671015,215800,Rice,Canal,2,362
26,7.44,253018,211864,Maize,Rainfed,2,323
45,2.66,705349,57902,Rice,Canal,1,652
60,1.47,352791,171345,Cotton,Canal,0,639
49,4.44,318002,129569,Cotton,Rainfed,2,318
27,8.64,233388,414292,Maize,Canal,0,387
60,7.36,187957,415145,Sugarcane,Borewell,1,449
33,8.9,467983,85158,Cotton,Canal,0,391
58,6.35,487793,280795,Sugarcane,Canal,0,444
38,1.74,532683,53917,Sugarcane,Rainfed,2,474
22,1.59,357406,275019,Rice,Rainfed,2,690
28,0.96,799864,391886,Sugarcane,Rainfed,1,444
31,5.89,327588,455836,Maize,Rainfed,2,759
53,2.81,154572,439474,Rice,Borewell,0,434
58,7.48,358457,258430,Maize,Canal,0,840
47,7.02,859783,153246,Sugarcane,Canal,0,536
40,3.52,859173,74691,Cotton,Borewell,0,641
32,2.18,615864,120734,Sugarcane,Rainfed,2,340
63,1.47,663737,76046,Maize,Canal,1,545
51,7.5,895123,203458,Wheat,Borewell,2,758
47,4.78,754425,454487,Wheat,Canal,0,503
52,3.57,842155,202598,Cotton,Borewell,1,772
30,8.64,371201,168540,Maize,Borewell,1,357
23,6.14,769586,93798,Cotton,Canal,0,488
47,5.42,854755,173293,Rice,Rainfed,0,347
55,7.56,407506,468473,Sugarcane,Rainfed,2,389
51,8.25,803303,239057,Rice,Borewell,1,822
35,7.02,665607,496346,Wheat,Rainfed,1,787
36,4.68,482895,297192,Sugarcane,Canal,2,844
33,4.1,352505,124396,Rice,Borewell,0,479
55,7.83,564266,469861,Wheat,Canal,1,415
31,5.42,783057,467405,Rice,Canal,2,327
41,7.19,339683,131298,Sugarcane,Rainfed,1,414
31,8.96,829015,182040,Rice,Canal,2,519
50,9.2,741184,317944,Sugarcane,Borewell,1,478
55,3.14,869056,467445,Rice,Borewell,0,693
42,2.28,410879,370668,Cotton,Canal,0,365
58,2.98,675581,146585,Rice,Canal,1,321
51,7.64,327267,472933,Rice,Borewell,1,635
34,4.02,259082,432423,Cotton,Rainfed,1,400
44,2.15,209359,442069,Wheat,Rainfed,2,651
52,1.43,595152,185891,Sugarcane,Rainfed,0,475
56,3.61,748833,368928,Maize,Canal,2,571
52,1.79,134787,282611,Wheat,Canal,0,348
35,1.99,499854,137175,Sugarcane,Borewell,0,653
63,7.0,231489,96935,Rice,Borewell,2,611
55,0.69,264375,491645,Wheat,Borewell,0,653
23,1.62,317874,257679,Rice,Borewell,0,336
36,8.52,218782,185070,Wheat,Rainfed,1,648
25,8.53,435592,91750,Wheat,Canal,2,653
41,3.63,189513,448396,Maize,Canal,2,843
30,1.34,754328,390432,Cotton,Rainfed,0,663
39,7.2,238962,342657,Wheat,Borewell,2,576
45,3.92,282299,153725,Rice,Borewell,0,502
24,0.93,657028,67879,Maize,Canal,0,808
49,2.0,470477,402042,Wheat,Borewell,2,474
39,1.8,783151,373977,Cotton,Canal,0,510
63,6.1,513701,64316,Rice,Rainfed,1,552
22,9.03,820408,205597,Maize,Canal,2,653
30,8.03,543911,317522,Sugarcane,Rainfed,2,617
63,5.69,382481,229741,Cotton,Borewell,0,665
45,4.51,604188,445793,Sugarcane,Canal,2,453
40,6.38,775284,202762,Sugarcane,Borewell,2,595
39,4.72,700340,418581,Maize,Borewell,1,830
43,2.84,875667,280611,Maize,Borewell,1,840
44,6.95,645759,296818,Maize,Canal,2,664
31,8.8,634631,239586,Sugarcane,Borewell,0,640
54,4.04,695482,262249,Rice,Canal,1,565
48,8.49,891567,127383,Maize,Borewell,1,474
25,4.6,585241,399432,Cotton,Rainfed,1,807
25,4.31,309117,394120,Maize,Canal,0,663
41,0.77,239076,385152,Maize,Rainfed,2,550
32,7.11,717680,462169,Maize,Rainfed,2,818
24,8.17,607363,244260,Sugarcane,Canal,1,785
62,6.8,588117,267072,Rice,Canal,2,496
40,1.94,744197,242872,Maize,Canal,1,574
58,1.48,387808,294972,Sugarcane,Borewell,1,665
45,5.94,208859,400441,Cotton,Borewell,0,844
34,4.31,736279,396012,Rice,Rainfed,0,834
31,4.58,239805,394286,Sugarcane,Canal,1,554
52,9.69,518595,485815,Wheat,Rainfed,0,385
31,7.38,675824,406678,Cotton,Borewell,0,480
38,4.41,256063,87985,Cotton,Rainfed,0,448
47,0.68,585546,456753,Wheat,Rainfed,2,637
38,0.82,739042,354861,Sugarcane,Canal,2,390
43,7.01,740937,452243,Sugarcane,Canal,0,848
31,8.46,483754,445752,Cotton,Rainfed,2,348
41,7.22,737801,314669,Sugarcane,Borewell,1,338
64,4.36,410503,190248,Wheat,Rainfed,1,841
25,0.8,237060,264349,Sugarcane,Borewell,0,505
43,9.69,562518,120423,Cotton,Rainfed,0,525
61,9.87,662331,139642,Sugarcane,Rainfed,2,737
45,5.72,208059,130383,Rice,Canal,0,331
61,1.17,129070,388932,Wheat,Rainfed,0,394
30,5.64,323807,120013,Wheat,Borewell,1,732
42,8.98,859599,174326,Maize,Rainfed,1,301
39,6.96,527349,329899,Sugarcane,Rainfed,2,810
21,7.34,701243,331752,Wheat,Borewell,2,602
27,1.31,891563,166562,Sugarcane,Rainfed,2,786
24,1.51,721403,109843,Rice,Rainfed,0,834
21,1.71,300813,364657,Cotton,Rainfed,0,689
35,9.09,481035,383784,Cotton,Rainfed,0,596
60,5.5,335611,411590,Maize,Borewell,0,811
32,8.02,774932,463909,Maize,Borewell,1,524
42,1.6,666159,324870,Wheat,Borewell,2,509
42,9.31,194923,319042,Wheat,Borewell,2,411
37,8.3,746945,133508,Wheat,Rainfed,1,802
49,2.64,736726,488161,Rice,Borewell,1,630
34,8.8,314268,226756,Maize,Rainfed,0,691
40,3.0,483053,300758,Maize,Canal,2,812
53,2.45,482986,225946,Cotton,Rainfed,2,750
63,3.01,461576,259290,Maize,Rainfed,1,582
35,9.14,809884,382022,Maize,Borewell,2,664
32,9.2,738475,360152,Rice,Borewell,1,488
60,3.63,742460,446578,Wheat,Borewell,2,424
40,7.2,612880,130119,Rice,Canal,1,786
50,6.92,605896,477620,Sugarcane,Rainfed,0,610
58,8.16,597509,454320,Cotton,Canal,2,707
23,3.32,743787,207120,Cotton,Rainfed,0,617
48,5.35,531731,301987,Cotton,Rainfed,1,446
46,6.84,488457,67628,Wheat,Canal,2,800
50,0.75,376840,389609,Wheat,Canal,2,651
33,4.08,375519,142210,Wheat,Rainfed,0,657
33,7.11,463457,159093,Cotton,Canal,0,572
22,2.9,729618,456484,Cotton,Borewell,1,809
57,9.6,335359,399370,Cotton,Rainfed,0,311
58,0.79,609775,407900,Sugarcane,Borewell,2,442
22,9.6,729551,114734,Sugarcane,Canal,2,466
56,2.56,799025,453920,Cotton,Borewell,2,568
46,0.96,413270,120050,Wheat,Canal,2,393
31,3.28,794841,162726,Wheat,Borewell,0,405
28,7.97,866732,468050,Sugarcane,Canal,0,612
64,7.65,481781,98308,Sugarcane,Rainfed,1,535
60,2.48,247208,265350,Cotton,Rainfed,0,359
63,2.37,143549,146428,Cotton,Rainfed,1,708
42,6.6,319944,241809,Wheat,Rainfed,0,659
40,4.85,827596,274595,Maize,Canal,0,532
28,8.03,315055,219455,Wheat,Borewell,2,400
49,0.73,156155,100420,Wheat,Rainfed,0,386
60,6.3,157481,435963,Cotton,Canal,1,407
46,7.44,635709,195912,Maize,Canal,2,753
50,9.94,354477,150680,Maize,Rainfed,0,676
37,6.95,187967,74771,Cotton,Rainfed,2,686
40,2.7,464705,471949,Rice,Canal,2,362
36,1.53,245183,331624,Cotton,Borewell,2,529
63,6.59,153208,135555,Sugarcane,Canal,1,674
27,5.47,137522,66945,Maize,Rainfed,1,537
36,9.04,538706,61641,Cotton,Rainfed,0,546
47,7.4,813371,65232,Wheat,Rainfed,2,685
43,5.34,560970,225398,Wheat,Borewell,0,337
44,4.33,871309,257923,Wheat,Borewell,1,543
29,4.34,689390,487067,Cotton,Borewell,2,818
55,2.65,134040,467831,Rice,Canal,1,659
40,0.66,552590,335399,Sugarcane,Canal,2,693
57,5.96,756026,211781,Wheat,Borewell,2,376
62,2.52,466142,281880,Cotton,Borewell,2,742
37,2.48,355479,368317,Rice,Rainfed,0,336
51,1.69,206070,400035,Maize,Rainfed,1,708
28,2.3,810328,453284,Maize,Canal,1,649
35,0.8,272007,430929,Sugarcane,Borewell,1,560
51,6.91,488675,485305,Cotton,Borewell,2,762
50,4.31,318554,420903,Cotton,Canal,0,747
40,5.83,755135,95832,Wheat,Borewell,0,348
59,6.55,171377,318966,Rice,Rainfed,0,370
32,9.74,713149,301638,Sugarcane,Borewell,0,545
37,1.15,784059,70893,Rice,Canal,2,301
62,4.47,516961,176901,Sugarcane,Canal,2,361
50,2.84,754900,390177,Cotton,Borewell,0,838
49,5.03,426981,326395,Cotton,Canal,0,641
39,9.24,603296,138106,Sugarcane,Rainfed,1,366
31,7.38,796558,355289,Rice,Rainfed,2,677
54,6.79,833163,305596,Maize,Rainfed,0,356
27,4.69,170557,135480,Maize,Borewell,2,585
64,6.88,624868,121215,Wheat,Canal,1,755
54,0.81,404618,232909,Wheat,Rainfed,0,754
40,6.07,700727,89380,Rice,Canal,2,492
58,5.76,859316,333349,Cotton,Canal,2,804
44,3.79,306258,262880,Rice,Canal,2,421
30,2.41,712501,369103,Sugarcane,Rainfed,2,778
52,8.17,437440,379092,Maize,Canal,2,402
35,1.01,809872,248857,Wheat,Rainfed,2,653
57,1.16,622070,234426,Rice,Rainfed,1,474
40,4.68,489871,156177,Rice,Rainfed,2,313
23,2.9,121177,269885,Sugarcane,Borewell,1,769
57,7.58,645049,386515,Cotton,Canal,1,325
60,6.52,354154,210100,Cotton,Borewell,2,343
28,7.84,388602,372036,Maize,Borewell,0,337
60,3.58,572914,195875,Wheat,Borewell,2,823
64,7.53,436919,128331,Cotton,Borewell,1,404
43,8.69,829226,438829,Cotton,Rainfed,2,663
60,3.78,271182,162745,Cotton,Rainfed,2,789
31,3.73,213789,196725,Rice,Canal,2,572
28,9.05,597069,415633,Cotton,Canal,1,387
49,0.97,508192,70674,Sugarcane,Rainfed,1,638
50,3.83,762537,92345,Maize,Canal,1,625
30,1.63,192715,89920,Cotton,Canal,0,666
59,0.78,377969,213686,Wheat,Borewell,0,421
48,1.57,450644,331112,Rice,Borewell,0,619
56,4.6,555206,133521,Sugarcane,Borewell,0,664
33,7.03,442010,424246,Maize,Borewell,2,602
52,3.25,591563,169630,Rice,Borewell,0,374
56,8.57,815352,366994,Sugarcane,Rainfed,0,750
57,4.66,505613,243220,Rice,Borewell,0,680
46,9.7,840457,241733,Maize,Borewell,2,597
42,9.56,720296,329335,Maize,Rainfed,0,604
24,7.85,331734,421299,Cotton,Borewell,0,329
51,9.36,385245,172033,Wheat,Canal,0,307
38,7.22,615417,418754,Cotton,Rainfed,1,720
58,9.01,189214,167415,Rice,Canal,0,307
44,2.75,416755,292294,Cotton,Canal,0,490
43,3.78,216265,409588,Maize,Rainfed,0,427
42,7.65,376146,95252,Maize,Rainfed,2,822
22,4.53,135958,144608,Maize,Borewell,0,555
51,8.45,847979,193165,Cotton,Rainfed,0,532
31,8.84,316328,385845,Sugarcane,Rainfed,1,676
48,3.35,862652,425532,Cotton,Borewell,1,651
52,8.32,711290,398235,Cotton,Borewell,2,729
25,1.97,169887,338169,Cotton,Rainfed,2,321
58,3.67,382483,215408,Cotton,Borewell,0,568
30,5.42,230083,403578,Maize,Borewell,1,381
60,2.65,202624,337580,Wheat,Borewell,2,810
44,6.0,488637,354834,Cotton,Canal,2,312
55,6.0,697858,251512,Cotton,Borewell,1,496
64,2.47,141643,209166,Wheat,Canal,0,566
43,8.06,180252,244471,Cotton,Rainfed,1,350
37,6.5,473724,54509,Wheat,Canal,0,487
21,3.52,261406,251134,Maize,Canal,0,602
51,2.71,218856,350821,Sugarcane,Canal,1,303
51,8.85,182977,235573,Cotton,Canal,0,642
62,8.44,644840,217007,Sugarcane,Canal,2,330
62,2.68,401950,125646,Cotton,Canal,1,501
54,0.84,681267,172294,Rice,Rainfed,2,841
29,8.14,784183,280716,Rice,Rainfed,0,456
42,6.35,676268,434841,Maize,Rainfed,0,342
33,1.46,628173,117050,Sugarcane,Canal,1,384
45,6.08,645148,198867,Sugarcane,Borewell,1,705
38,4.8,120290,143148,Wheat,Canal,0,659
32,7.86,724168,90492,Wheat,Rainfed,1,731
60,2.49,519086,447383,Cotton,Canal,0,449
37,4.8,153397,132942,Wheat,Rainfed,2,618
35,1.98,225311,406883,Wheat,Borewell,1,559
62,9.6,355319,289854,Sugarcane,Borewell,2,786
35,7.9,759450,495126,Rice,Rainfed,1,302
35,7.5,796376,406928,Sugarcane,Rainfed,2,636
59,7.06,198508,422411,Wheat,Canal,0,638
33,4.52,187296,452520,Cotton,Canal,0,606
37,9.27,786634,109289,Rice,Canal,0,590
52,1.19,667592,54808,Wheat,Borewell,0,681
29,8.13,328774,143991,Wheat,Borewell,1,473
60,2.54,844294,386513,Cotton,Borewell,2,323
40,3.58,823058,344041,Cotton,Canal,1,301
46,5.43,327123,417181,Wheat,Rainfed,1,463
47,7.94,396849,448123,Wheat,Rainfed,0,799
41,8.47,811689,127214,Sugarcane,Canal,1,650
38,6.05,835096,380905,Maize,Canal,2,393
33,4.33,828316,444230,Cotton,Rainfed,1,503
36,9.49,412150,122304,Cotton,Rainfed,2,422
29,2.84,460698,415906,Sugarcane,Borewell,0,336
32,8.13,850712,495044,Rice,Canal,0,439
64,6.31,796597,108884,Rice,Borewell,1,528
58,4.08,323439,282482,Rice,Borewell,2,718
39,0.51,647735,386542,Cotton,Rainfed,0,792
27,4.74,846480,159265,Maize,Canal,0,627
55,3.13,671444,249192,Maize,Rainfed,1,454
38,1.49,811919,54942,Sugarcane,Borewell,2,655
36,1.21,796825,112681,Rice,Canal,0,306
59,3.8,686408,151347,Rice,Borewell,0,814
24,6.34,464897,57370,Wheat,Borewell,2,303
45,8.46,626218,487348,Sugarcane,Rainfed,1,344
52,2.24,654478,456888,Sugarcane,Canal,1,504
60,4.53,183394,234006,Cotton,Canal,0,500
33,4.22,829999,368353,Cotton,Canal,0,549
37,5.38,585012,123905,Sugarcane,Canal,1,511
57,8.19,801138,451683,Maize,Borewell,1,432
26,5.76,332213,470151,Sugarcane,Rainfed,0,368
39,8.54,531775,358865,Maize,Canal,2,590
33,5.43,402701,135401,Cotton,Borewell,2,828
46,6.24,897508,61551,Sugarcane,Rainfed,0,631
34,4.66,556997,235996,Maize,Rainfed,0,729
51,8.32,886033,491868,Wheat,Rainfed,0,744
24,9.28,341525,354528,Wheat,Canal,0,470
59,6.57,604689,104488,Sugarcane,Borewell,1,677
28,8.3,664863,409097,Rice,Rainfed,2,505
45,1.06,373947,229669,Sugarcane,Rainfed,2,321
33,9.11,124616,234346,Cotton,Rainfed,2,436
52,2.29,315980,167648,Cotton,Borewell,1,602
58,2.94,809123,188969,Wheat,Borewell,0,302
58,1.01,415268,274269,Maize,Canal,2,735
48,9.67,603513,359748,Wheat,Canal,2,312
50,8.59,580445,279005,Maize,Borewell,1,813
23,9.18,777950,89819,Sugarcane,Canal,0,666
48,8.55,806230,421012,Rice,Borewell,0,431
23,5.06,653822,168756,Cotton,Canal,0,682
54,9.28,390065,268435,Sugarcane,Canal,2,563
36,9.71,514907,190854,Wheat,Borewell,1,444
42,5.27,424186,80398,Sugarcane,Rainfed,2,692
52,2.17,695497,365676,Rice,Rainfed,1,793
58,6.76,843800,337832,Maize,Canal,1,744
28,9.77,360763,468860,Rice,Rainfed,2,624
28,8.79,435747,483649,Wheat,Rainfed,1,759
26,8.69,164377,201105,Rice,Canal,1,522
34,9.37,159705,494182,Cotton,Rainfed,1,399
52,8.99,216492,184979,Rice,Borewell,0,507
55,7.87,269836,217571,Sugarcane,Borewell,0,571
30,7.32,586960,273376,Maize,Rainfed,0,460
23,3.02,397927,123221,Cotton,Borewell,0,388
32,6.4,390659,189345,Cotton,Borewell,2,639
51,5.45,777430,243491,Cotton,Rainfed,2,346
49,8.69,886410,356810,Wheat,Borewell,2,417
25,5.17,789131,194550,Wheat,Canal,0,470
45,1.71,478920,408124,Sugarcane,Canal,2,716
61,0.55,184206,257976,Maize,Canal,0,816
51,6.94,362220,387697,Rice,Rainfed,0,735
41,5.72,465508,432701,Sugarcane,Borewell,1,499
40,3.64,230532,161925,Wheat,Rainfed,1,758
59,2.11,341586,408359,Sugarcane,Rainfed,0,733
42,4.93,238090,58273,Maize,Borewell,1,710
24,1.45,665224,361389,Sugarcane,Borewell,1,678
33,3.69,531121,402250,Cotton,Borewell,1,447
62,4.1,516314,227472,Rice,Rainfed,1,518
40,4.92,147020,89708,Wheat,Rainfed,2,476
33,4.93,570488,82552,Wheat,Canal,1,765
37,2.94,242043,232632,Maize,Rainfed,0,462
56,8.58,564555,338574,Maize,Borewell,1,583
53,3.88,393129,209647,Maize,Rainfed,1,781
21,2.68,259355,108433,Wheat,Canal,2,709
35,2.17,773388,361919,Cotton,Borewell,2,305
33,3.56,239635,93436,Rice,Canal,2,349
37,1.14,681996,233696,Maize,Rainfed,1,741
44,0.81,482201,214010,Wheat,Rainfed,0,345
28,6.25,649342,76358,Cotton,Canal,2,516
47,6.38,329884,189841,Maize,Canal,1,508
43,5.53,501724,385939,Maize,Borewell,1,645
28,7.74,715605,149819,Rice,Borewell,1,704
28,0.87,398615,407409,Rice,Canal,2,324
46,9.39,334633,123728,Sugarcane,Borewell,1,651
33,1.4,221266,150502,Maize,Canal,2,424
59,6.9,846309,329429,Sugarcane,Canal,1,801
57,1.77,848316,203359,Wheat,Rainfed,0,362
48,8.86,620262,359505,Rice,Canal,0,638
45,5.35,622158,489021,Cotton,Borewell,1,621
36,1.28,815038,81347,Maize,Canal,2,462
22,6.36,829685,287131,Maize,Rainfed,1,635
38,0.59,425394,452202,Sugarcane,Borewell,0,763
37,7.87,239917,314210,Rice,Canal,1,588
50,6.68,161583,92779,Sugarcane,Rainfed,2,542
59,2.52,485244,277362,Maize,Borewell,2,605
33,4.06,614812,369858,Rice,Rainfed,2,451
52,0.57,582584,396602,Maize,Rainfed,2,394
49,7.09,188147,414355,Rice,Borewell,0,706
50,3.57,783713,106112,Maize,Rainfed,2,636
38,5.93,572552,163904,Cotton,Rainfed,2,396
33,9.59,163042,420694,Sugarcane,Rainfed,0,655
63,3.34,475269,160962,Rice,Borewell,2,362
41,9.91,816356,240104,Sugarcane,Rainfed,0,739
50,6.51,866317,331849,Rice,Canal,2,618
41,2.8,196604,288706,Rice,Rainfed,2,382
